"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-11-06"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 청주시 흥덕구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1845","충청북도 청주시 흥덕구 옥산면 오산리","247-1","0247","0001","한울2","59.8200","202506","12","8,500","101","15","법인","개인","1994","오산5길 13","-","중개거래","충북 청주시 흥덕구","25.06.17"
"1846","충청북도 청주시 흥덕구 송절동","851","0851","0000","청주테크노폴리스푸르지오","84.9950","202506","12","51,500","104동","12","개인","개인","2018","송화로214번길 7","-","중개거래","충북 청주시 흥덕구","25.09.02"
"1847","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.9822","202506","12","34,000","211동","1","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 흥덕구","25.09.10"
"1848","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","12","38,120","103동","3","개인","법인","2020","오송생명14로 215","-","직거래","-","25.07.15"
"1849","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","12","38,560","106동","6","개인","법인","2020","오송생명14로 215","-","직거래","-","25.09.18"
"1850","충청북도 청주시 흥덕구 가경동","2220","2220","0000","청주가경IPARK1차","112.5400","202506","12","72,000","105동","5","개인","법인","2019","서현로 66","-","중개거래","충북 청주시 흥덕구","25.09.03"
"1851","충청북도 청주시 흥덕구 가경동","1762","1762","0000","가로수마을대원칸타빌","138.9321","202506","12","52,500","407","1","개인","개인","2008","서현서로 39","-","중개거래","충북 청주시 흥덕구","25.09.03"
"1852","충청북도 청주시 흥덕구 가경동","2276","2276","0000","청주가경아이파크3단지","84.8400","202506","12","65,500","305동","25","개인","개인","2021","서현로 62","-","중개거래","충북 청주시 서원구, 충북 청주시 흥덕구","25.08.01"
"1853","충청북도 청주시 흥덕구 가경동","1762","1762","0000","가로수마을대원칸타빌","147.8861","202506","12","58,000","401","13","개인","개인","2008","서현서로 39","-","중개거래","충북 청주시 흥덕구","25.07.16"
"1854","충청북도 청주시 흥덕구 가경동","1762","1762","0000","가로수마을대원칸타빌","138.9321","202506","12","52,500","-","1","개인","개인","2008","서현서로 39","20250829","중개거래","충북 청주시 흥덕구","-"
"1855","충청북도 청주시 흥덕구 강내면 월곡리","82-1","0082","0001","흥덕칸타빌더뉴","59.9755","202506","12","25,800","103동","8","개인","개인","2024","가로수로 640-47","-","중개거래","충북 청주시 흥덕구","25.08.12"
"1856","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.9822","202506","11","35,000","216동","20","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 흥덕구","25.10.10"
"1857","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","11","38,560","103동","6","개인","법인","2020","오송생명14로 215","-","직거래","-","25.07.10"
"1858","충청북도 청주시 흥덕구 옥산면 가락리","953","0953","0000","흥덕코오롱하늘채아파트","84.9824","202506","11","27,000","104동","4","개인","개인","2016","가락길 60","-","직거래","-","25.06.11"
"1859","충청북도 청주시 흥덕구 가경동","1550","1550","0000","2단지주공","59.9200","202506","11","21,000","-","15","개인","개인","2002","가경로 26","-","중개거래","충북 청주시 흥덕구","-"
"1860","충청북도 청주시 흥덕구 강내면 탑연리","388","0388","0000","신성청원미소지움","108.4315","202506","11","28,500","104","7","개인","개인","2008","탑연1길 8","-","중개거래","충북 청주시 흥덕구","25.08.28"
"1861","충청북도 청주시 흥덕구 강내면 탑연리","388","0388","0000","신성청원미소지움","108.4315","202506","11","29,200","104","4","개인","개인","2008","탑연1길 8","-","중개거래","충북 청주시 흥덕구","25.08.25"
"1862","충청북도 청주시 흥덕구 복대동","3381","3381","0000","두산위브지웰시티2차","80.4990","202506","11","64,500","206","44","개인","개인","2015","대농로 55","-","중개거래","충북 청주시 흥덕구","25.07.11"
"1863","충청북도 청주시 흥덕구 복대동","3379","3379","0000","신영지웰시티1차","99.1260","202506","11","72,500","104","39","개인","개인","2010","대농로 17","-","중개거래","충북 청주시 흥덕구","25.09.30"
"1864","충청북도 청주시 흥덕구 복대동","3404","3404","0000","청주지웰시티푸르지오","84.7800","202506","11","61,700","302","12","개인","개인","2019","대농로 45","-","중개거래","충북 청주시 흥덕구","25.08.07"
"1865","충청북도 청주시 흥덕구 복대동","3029","3029","0000","현대2","60.0000","202506","11","20,200","214","9","개인","개인","1999","증안로 77","-","중개거래","충북 청주시 흥덕구","25.07.25"
"1866","충청북도 청주시 흥덕구 강내면 월곡리","428","0428","0000","청원쌍용예가1단지","84.9700","202506","11","24,800","102","7","개인","개인","2007","탑연월곡길 62-13","-","중개거래","충북 청주시 흥덕구","25.08.14"
"1867","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.8447","202506","11","34,800","213동","19","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 흥덕구","25.09.12"
"1868","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.8447","202506","11","34,900","211동","5","개인","개인","2023","오송생명7로 151","-","중개거래","세종, 충북 청주시 흥덕구","25.08.08"
"1869","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","11","39,000","102동","8","개인","법인","2020","오송생명14로 215","-","직거래","-","25.08.12"
"1870","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.9800","202506","11","32,500","210동","6","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 흥덕구","25.09.26"
"1871","충청북도 청주시 흥덕구 복대동","2456","2456","0000","아름다운나날영조1","59.3291","202506","10","18,800","104","5","개인","개인","2003","증안로 21","-","중개거래","충북 청주시 흥덕구","25.06.13"
"1872","충청북도 청주시 흥덕구 문암동","213","0213","0000","청주테크노폴리스신영지웰푸르지오","84.8235","202506","10","54,000","103","9","개인","개인","2022","송화로 229","-","중개거래","충북 청주시 흥덕구","25.08.29"
"1873","충청북도 청주시 흥덕구 강서동","460","0460","0000","이랜드타운힐스싱글스위트청주","19.9600","202506","10","7,100","이랜드타운힐스 싱글스위트 청주","8","개인","개인","2019","2순환로 1228","-","중개거래","충북 청주시 흥덕구","25.06.12"
"1874","충청북도 청주시 흥덕구 강서동","500","0500","0000","미소랑2차아파트","47.1375","202506","10","12,300","미소랑2차아파트","8","개인","개인","2015","서현중로 60-1","-","중개거래","충북 청주시 흥덕구","25.07.30"
"1875","충청북도 청주시 흥덕구 옥산면 오산리","159-2","0159","0002","삼영","43.2000","202506","10","3,900","-","4","개인","개인","1989","청주역로 703","-","중개거래","충북 청주시 흥덕구","25.06.25"
"1876","충청북도 청주시 흥덕구 비하동","823","0823","0000","청주비하1차대광로제비앙","84.9860","202506","10","37,000","105동","24","개인","개인","2018","가로수로1131번길 11","-","중개거래","충북 청주시 청원구, 충북 청주시 흥덕구","25.07.18"
"1877","충청북도 청주시 흥덕구 봉명동","1831","1831","0000","HS포레","35.7600","202506","10","15,300","-","13","법인","개인","2023","직지대로 609","-","중개거래","충북 청주시 흥덕구","25.06.10"
"1878","충청북도 청주시 흥덕구 강내면 월곡리","82-1","0082","0001","흥덕칸타빌더뉴","59.9755","202506","10","26,048","102동","5","개인","개인","2024","가로수로 640-47","-","직거래","-","25.07.04"
"1879","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","10","38,560","103동","6","개인","법인","2020","오송생명14로 215","-","직거래","-","25.06.27"
"1880","충청북도 청주시 흥덕구 가경동","1189","1189","0000","형석1","59.3400","202506","10","14,000","103동","7","개인","개인","1992","가경로 158","-","중개거래","충북 청주시 흥덕구","25.09.01"
"1881","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","10","38,560","107동","4","개인","법인","2020","오송생명14로 215","-","직거래","-","25.08.05"
"1882","충청북도 청주시 흥덕구 복대동","3381","3381","0000","두산위브지웰시티2차","80.0020","202506","10","68,000","201","38","개인","개인","2015","대농로 55","-","중개거래","충북 청주시 흥덕구","25.06.27"
"1883","충청북도 청주시 흥덕구 오송읍 연제리","736","0736","0000","오송호반베르디움","84.8873","202506","10","31,700","602","1","개인","개인","2010","오송생명3로 111","-","중개거래","충북 청주시 흥덕구","25.07.30"
"1884","충청북도 청주시 흥덕구 옥산면 오산리","589-5","0589","0005","금정2","59.9400","202506","10","11,550","102","5","개인","개인","1997","오송가락로 752","-","중개거래","충북 청주시 흥덕구","25.07.31"
"1885","충청북도 청주시 흥덕구 비하동","824","0824","0000","서청주파크자이","59.9446","202506","09","36,500","104동","16","개인","개인","2019","2순환로 1106","-","중개거래","충북 청주시 흥덕구","25.08.13"
"1886","충청북도 청주시 흥덕구 비하동","809","0809","0000","청주비하계룡리슈빌2차","106.6737","202506","09","32,000","-","2","개인","개인","2009","비하로57번길 37","20250730","중개거래","충북 청주시 서원구","-"
"1887","충청북도 청주시 흥덕구 강서동","583","0583","0000","가경아이파크5단지","84.8833","202506","09","47,000","505동","24","개인","개인","2023","서부로 1123","-","중개거래","충북 청주시 흥덕구","25.06.11"
"1888","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.7397","202506","09","36,500","215동","11","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 흥덕구","25.09.15"
"1889","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","09","38,560","102동","5","개인","법인","2020","오송생명14로 215","-","직거래","-","25.06.30"
"1890","충청북도 청주시 흥덕구 복대동","3379","3379","0000","신영지웰시티1차","99.1260","202506","09","75,000","-","32","개인","개인","2010","대농로 17","-","중개거래","충북 청주시 흥덕구","-"
"1891","충청북도 청주시 흥덕구 복대동","3381","3381","0000","두산위브지웰시티2차","80.1350","202506","09","65,600","-","18","개인","개인","2015","대농로 55","-","중개거래","충북 청주시 흥덕구","-"
"1892","충청북도 청주시 흥덕구 복대동","3366","3366","0000","어울림","131.6090","202506","09","54,000","101","7","개인","개인","2009","대신로73번길 14","-","직거래","-","25.06.13"
"1893","충청북도 청주시 흥덕구 복대동","2459","2459","0000","두진하트리움","59.9255","202506","09","18,400","104","7","개인","개인","1999","증안로 33","-","중개거래","충북 청주시 흥덕구","25.07.10"
"1894","충청북도 청주시 흥덕구 가경동","1550","1550","0000","2단지주공","59.9200","202506","09","20,800","202동","13","개인","개인","2002","가경로 26","-","중개거래","충북 청주시 흥덕구","25.06.12"
"1895","충청북도 청주시 흥덕구 가경동","1510","1510","0000","세원가경골","59.7600","202506","09","16,700","103","14","개인","개인","1997","가경로 134","-","중개거래","충북 청주시 흥덕구","25.06.27"
"1896","충청북도 청주시 흥덕구 옥산면 가락리","953","0953","0000","흥덕코오롱하늘채아파트","84.9824","202506","09","26,700","111동","3","개인","개인","2016","가락길 60","-","중개거래","충북 청주시 흥덕구","25.08.11"
"1897","충청북도 청주시 흥덕구 비하동","125","0125","0000","비하동계룡리슈빌","84.9996","202506","09","30,000","103","4","개인","개인","2006","가로수로1131번길 101","-","중개거래","충북 청주시 흥덕구","25.10.30"
"1898","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.9800","202506","08","34,000","211동","20","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 흥덕구","25.08.08"
"1899","충청북도 청주시 흥덕구 복대동","2456","2456","0000","아름다운나날영조1","59.3291","202506","08","18,800","107","11","개인","개인","2003","증안로 21","-","중개거래","충북 청주시 흥덕구","25.07.31"
"1900","충청북도 청주시 흥덕구 오송읍 연제리","731","0731","0000","오송상록롯데캐슬","84.9330","202506","08","36,500","301","23","개인","개인","2010","오송생명5로 202","-","중개거래","충북 청주시 흥덕구","25.10.15"
"1901","충청북도 청주시 흥덕구 옥산면 가락리","981","0981","0000","청주리버파크자이","84.9330","202506","08","31,000","-","1","개인","개인","2019","오송가락로 1056","-","중개거래","경기 용인시 수지구, 충북 청주시 흥덕구","-"
"1902","충청북도 청주시 흥덕구 가경동","1761","1761","0000","가로수마을한라비발디","84.9650","202506","08","37,000","306","7","개인","개인","2008","서현서로 40","-","중개거래","충북 청주시 흥덕구","25.10.17"
"1903","충청북도 청주시 흥덕구 오송읍 만수리","549","0549","0000","오송경남아너스빌","84.9700","202506","08","31,000","205","8","개인","개인","2009","오송생명5로 201","-","중개거래","충북 청주시 흥덕구","25.08.05"
"1904","충청북도 청주시 흥덕구 복대동","2461","2461","0000","세원느티마을","59.9800","202506","08","17,200","102","2","개인","개인","1999","진재로 67","-","중개거래","충북 청주시 흥덕구","25.06.24"
"1905","충청북도 청주시 흥덕구 가경동","1506","1506","0000","진로","99.8100","202506","08","26,900","105","5","개인","개인","1999","가경로 71","-","중개거래","충북 청주시 흥덕구","25.10.30"
"1906","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.7397","202506","08","37,000","214동","9","개인","개인","2023","오송생명7로 151","-","중개거래","충북 청주시 흥덕구","25.09.30"
"1907","충청북도 청주시 흥덕구 가경동","1189","1189","0000","형석1","72.6100","202506","07","18,500","103동","10","개인","개인","1992","가경로 158","-","중개거래","충북 청주시 흥덕구","25.08.20"
"1908","충청북도 청주시 흥덕구 송절동","842","0842","0000","청주테크노폴리스우방아이유쉘1단지","84.9725","202506","07","41,000","104동","13","개인","개인","2018","송화로184번길 7","-","중개거래","충북 청주시 흥덕구","25.08.14"
"1909","충청북도 청주시 흥덕구 옥산면 오산리","159-2","0159","0002","삼영","43.2000","202506","07","3,500","-","4","개인","개인","1989","청주역로 703","-","중개거래","충북 청주시 서원구","25.08.01"
"1910","충청북도 청주시 흥덕구 옥산면 오산리","590-1","0590","0001","아트빌","59.9400","202506","07","7,950","302동","2","개인","개인","1998","오송가락로 718","-","중개거래","충북 청주시 흥덕구","25.07.30"
"1911","충청북도 청주시 흥덕구 복대동","95-1","0095","0001","덕성","22.6800","202506","07","3,050","A","15","개인","개인","1991","가로수로1379번길 83","-","중개거래","충북 청주시 흥덕구","25.08.07"
"1912","충청북도 청주시 흥덕구 복대동","3381","3381","0000","두산위브지웰시티2차","80.4990","202506","07","67,000","202","30","개인","개인","2015","대농로 55","-","중개거래","충북 청주시 상당구, 충북 청주시 흥덕구","25.06.25"
"1913","충청북도 청주시 흥덕구 복대동","2442","2442","0000","형석(2442)","47.0700","202506","07","6,000","사랑동","5","개인","개인","1990","장구봉로101번길 27","-","직거래","-","25.07.04"
"1914","충청북도 청주시 흥덕구 가경동","2220","2220","0000","청주가경IPARK1차","72.5300","202506","07","46,500","-","3","개인","개인","2019","서현로 66","-","중개거래","충북 청주시 흥덕구","-"
"1915","충청북도 청주시 흥덕구 가경동","2276","2276","0000","청주가경아이파크3단지","84.9700","202506","07","63,000","303동","16","개인","개인","2021","서현로 62","-","중개거래","충북 청주시 흥덕구","25.08.18"
"1916","충청북도 청주시 흥덕구 가경동","764","0764","0000","대림","64.7450","202506","06","16,000","105","13","개인","개인","1993","가경로 193","-","중개거래","충북 청주시 흥덕구","25.07.30"
"1917","충청북도 청주시 흥덕구 복대동","3029","3029","0000","현대2","60.0000","202506","06","20,500","201","12","개인","개인","2000","증안로 77","-","중개거래","충북 청주시 서원구","25.09.30"
"1918","충청북도 청주시 흥덕구 복대동","3404","3404","0000","청주지웰시티푸르지오","84.6790","202506","06","61,900","302","24","개인","개인","2019","대농로 45","-","중개거래","충북 청주시 흥덕구","25.09.29"
"1919","충청북도 청주시 흥덕구 복대동","3381","3381","0000","두산위브지웰시티2차","80.4990","202506","06","62,900","207","15","개인","개인","2015","대농로 55","-","중개거래","충북 청주시 흥덕구","25.08.18"
"1920","충청북도 청주시 흥덕구 복대동","2459","2459","0000","두진하트리움","59.9238","202506","06","18,700","103","14","개인","개인","1999","증안로 33","-","중개거래","충북 청주시 흥덕구","25.10.31"
"1921","충청북도 청주시 흥덕구 복대동","3379","3379","0000","신영지웰시티1차","99.1260","202506","06","63,500","108","8","개인","법인","2010","대농로 17","-","중개거래","충북 청주시 흥덕구","25.09.29"
"1922","충청북도 청주시 흥덕구 옥산면 가락리","455-1","0455","0001","화인테크노빌","59.9335","202506","06","9,900","101","12","개인","개인","2002","오송가락로 937","-","중개거래","충북 청주시 흥덕구","25.06.11"
"1923","충청북도 청주시 흥덕구 강내면 월곡리","432","0432","0000","강내두진하트리움","65.7200","202506","06","23,000","103동","13","개인","개인","2018","월곡길 23-13","-","중개거래","충북 청주시 흥덕구","25.07.31"
"1924","충청북도 청주시 흥덕구 복대동","3404","3404","0000","청주지웰시티푸르지오","84.6910","202506","06","65,000","302","43","개인","개인","2019","대농로 45","-","중개거래","충북 청주시 흥덕구","25.08.06"
"1925","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,350","C","2","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1926","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,350","C","2","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1927","충청북도 청주시 흥덕구 강내면 월곡리","429","0429","0000","청원쌍용예가2단지","117.3200","202506","05","30,400","202","11","개인","개인","2007","탑연월곡길 62-20","-","중개거래","충북 청주시 흥덕구","25.07.31"
"1928","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,200","C","1","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1929","충청북도 청주시 흥덕구 옥산면 가락리","981","0981","0000","청주리버파크자이","84.9330","202506","05","37,200","112동","16","개인","개인","2019","오송가락로 1056","-","중개거래","충북 청주시 흥덕구","25.08.04"
"1930","충청북도 청주시 흥덕구 봉명동","1833","1833","0000","봉명베리굿2차","46.0435","202506","05","16,500","봉명베리굿2차","10","개인","개인","2023","직지대로 605","-","중개거래","충북 청주시 흥덕구","25.07.14"
"1931","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,400","C","3","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1932","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,400","C","3","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1933","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,200","C","4","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1934","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,200","C","4","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1935","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,200","C","4","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1936","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,200","C","4","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1937","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,100","C","5","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1938","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,100","C","5","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1939","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,100","C","5","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1940","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,100","C","5","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1941","충청북도 청주시 흥덕구 복대동","2607","2607","0000","세원테마빌","74.9884","202506","05","24,000","202","4","개인","개인","2001","짐대로 14","-","직거래","-","25.06.09"
"1942","충청북도 청주시 흥덕구 복대동","3029","3029","0000","현대2","60.0000","202506","05","21,000","201","12","개인","개인","2000","증안로 77","-","중개거래","충북 청주시 흥덕구","25.09.18"
"1943","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,400","C","3","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1944","충청북도 청주시 흥덕구 복대동","908-2","0908","0002","현대(908-2)","62.3700","202506","05","8,800","2","4","개인","개인","1984","사직대로82번길 20-1","-","중개거래","충북 청주시 흥덕구","25.06.16"
"1945","충청북도 청주시 흥덕구 복대동","853-5","0853","0005","포빌","47.1220","202506","05","12,000","주건축물제1동","3","개인","개인","2017","사직대로 38","-","중개거래","충북 청주시 흥덕구","25.06.19"
"1946","충청북도 청주시 흥덕구 송절동","850","0850","0000","테크노폴리스우미린","84.9821","202506","05","46,500","101동","16","개인","개인","2018","송화로214번길 29","-","중개거래","충북 청주시 흥덕구","25.08.01"
"1947","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,200","C","1","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1948","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","05","39,000","103동","7","개인","법인","2020","오송생명14로 215","-","직거래","-","25.08.08"
"1949","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","05","38,560","108동","4","개인","법인","2020","오송생명14로 215","-","직거래","-","25.09.05"
"1950","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","05","39,000","108동","25","개인","법인","2020","오송생명14로 215","-","직거래","-","25.09.05"
"1951","충청북도 청주시 흥덕구 강내면 월탄리","90","0090","0000","태암수정","34.7100","202506","05","4,200","101-나동","2","개인","개인","1997","태성탑연로 264","-","중개거래","충북 청주시 흥덕구","25.06.20"
"1952","충청북도 청주시 흥덕구 복대동","2461","2461","0000","세원느티마을","59.9800","202506","05","16,800","103","2","개인","개인","1999","진재로 67","-","중개거래","충북 청주시 상당구, 충북 청주시 흥덕구","25.07.31"
"1953","충청북도 청주시 흥덕구 봉명동","1602","1602","0000","주공2","61.7700","202506","05","12,860","112","2","개인","공공기관","1985","직지대로581번길 33-12","-","중개거래","충북 청주시 흥덕구","25.07.18"
"1954","충청북도 청주시 흥덕구 오송읍 연제리","726","0726","0000","모아미래도","84.7627","202506","05","39,000","502","26","개인","개인","2010","오송생명3로 87","-","중개거래","충북 청주시 흥덕구","25.06.30"
"1955","충청북도 청주시 흥덕구 강서동","460","0460","0000","이랜드타운힐스싱글스위트청주","19.9600","202506","05","7,180","이랜드타운힐스 싱글스위트 청주","13","개인","개인","2019","2순환로 1228","-","중개거래","충북 청주시 흥덕구","25.06.30"
"1956","충청북도 청주시 흥덕구 운천동","577","0577","0000","삼일무지개","84.8900","202506","05","18,300","104","12","개인","개인","1994","사운로 278","-","중개거래","충북 청주시 흥덕구","25.07.30"
"1957","충청북도 청주시 흥덕구 가경동","2276","2276","0000","청주가경아이파크3단지","105.6400","202506","05","77,500","301동","13","개인","개인","2021","서현로 62","-","중개거래","충북 청주시 흥덕구","25.07.24"
"1958","충청북도 청주시 흥덕구 가경동","1514","1514","0000","삼일원앙","59.9400","202506","05","14,300","104동","6","개인","개인","1997","가경로 100-20","-","중개거래","충북 청주시 흥덕구","25.08.22"
"1959","충청북도 청주시 흥덕구 운천동","677","0677","0000","세원","49.7700","202506","05","9,270","101","1","개인","개인","1986","사운로 267","-","중개거래","충북 청주시 흥덕구","25.08.29"
"1960","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,400","C","3","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1961","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,350","C","2","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1962","충청북도 청주시 흥덕구 오송읍 만수리","549","0549","0000","오송경남아너스빌","84.9500","202506","05","43,000","206","15","개인","개인","2009","오송생명5로 201","-","중개거래","충북 청주시 흥덕구","25.06.13"
"1963","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,200","C","1","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1964","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,200","C","1","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1965","충청북도 청주시 흥덕구 복대동","833-1","0833","0001","청송","70.6100","202506","05","5,350","C","2","법인","법인","1981","사직대로29번길 14","-","직거래","-","25.07.15"
"1966","충청북도 청주시 흥덕구 복대동","2459","2459","0000","두진하트리움","59.9238","202506","04","17,700","102","4","개인","개인","1999","증안로 33","-","중개거래","충북 청주시 흥덕구","25.08.18"
"1967","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","04","35,920","107동","1","개인","법인","2020","오송생명14로 215","-","직거래","-","25.09.04"
"1968","충청북도 청주시 흥덕구 오송읍 봉산리","1527","1527","0000","오송역동아라이크텐","84.9919","202506","04","38,560","102동","6","개인","법인","2020","오송생명14로 215","-","직거래","-","25.08.29"
"1969","충청북도 청주시 흥덕구 오송읍 봉산리","798","0798","0000","오송역파라곤센트럴시티","59.9800","202506","04","34,850","-","9","개인","개인","2023","오송생명7로 151","20250616","중개거래","충북 청주시 흥덕구","-"
"1970","충청북도 청주시 흥덕구 비하동","367","0367","0000","대주피오레2차","84.9582","202506","04","24,800","202","8","개인","개인","2008","2순환로1050번길 58","-","중개거래","충북 청주시 흥덕구","25.09.04"
"1971","충청북도 청주시 흥덕구 비하동","362","0362","0000","효성2차","59.8600","202506","04","13,300","302","5","개인","개인","1997","2순환로1050번길 24","-","중개거래","충북 청주시 흥덕구","25.06.04"
"1972","충청북도 청주시 흥덕구 비하동","823","0823","0000","청주비하1차대광로제비앙","84.9860","202506","04","34,800","101동","7","개인","개인","2018","가로수로1131번길 11","-","중개거래","충북 청주시 흥덕구","25.09.30"
"1973","충청북도 청주시 흥덕구 옥산면 가락리","981","0981","0000","청주리버파크자이","84.9330","202506","04","34,600","117동","4","개인","개인","2019","오송가락로 1056","-","중개거래","충북 청주시 청원구, 충북 청주시 흥덕구","25.06.30"
"1974","충청북도 청주시 흥덕구 오송읍 만수리","549","0549","0000","오송경남아너스빌","84.9400","202506","04","30,500","207","11","개인","법인","2009","오송생명5로 201","-","중개거래","충북 청주시 흥덕구","25.07.24"
