"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-11-06"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 청주시 흥덕구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"3525","충청북도 청주시 흥덕구 가경동","2***","8m미만","20.00","월세","202503","13","300","30","2010","서현중로32번길","202503~202603","신규","-","","","단독다가구"
"3526","충청북도 청주시 흥덕구 봉명동","9**","8m미만","25.00","월세","202503","13","300","50","2007","봉명로209번길","202503~202509","신규","-","","","단독다가구"
"3527","충청북도 청주시 흥덕구 봉명동","2**","25m미만","27.00","월세","202503","13","200","50","2008","봉명로","202503~202509","신규","-","","","단독다가구"
"3528","충청북도 청주시 흥덕구 봉명동","8**","8m미만","21.50","전세","202503","13","6,000","0","2023","봉명로177번길","202504~202704","신규","-","","","단독다가구"
"3529","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","38.06","월세","202503","13","500","60","2021","봉산1길","202503~202603","신규","-","","","단독다가구"
"3530","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","20.30","월세","202503","13","300","45","2020","봉산1길","202503~202603","신규","-","","","단독다가구"
"3531","충청북도 청주시 흥덕구 오송읍 만수리","6**","25m미만","23.00","월세","202503","13","300","30","2012","만수2길","202504~202604","신규","-","","","단독다가구"
"3532","충청북도 청주시 흥덕구 복대동","7**","8m미만","106.48","월세","202503","13","3,000","200","2024","가로수로1362번길","202503~202603","신규","-","","","단독다가구"
"3533","충청북도 청주시 흥덕구 복대동","2***","8m미만","39.00","전세","202503","13","3,300","0","","풍산로156번길","-","-","-","","","단독다가구"
"3534","충청북도 청주시 흥덕구 가경동","1***","12m미만","30.00","월세","202503","13","2,000","54","2024","풍년로85번길","202503~202603","신규","-","","","단독다가구"
"3535","충청북도 청주시 흥덕구 송절동","6**","12m미만","33.66","월세","202503","12","500","70","2021","송화로116번길","202503~202603","신규","-","","","단독다가구"
"3536","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","40.68","월세","202503","12","300","50","2022","봉산2길","202503~202603","신규","-","","","단독다가구"
"3537","충청북도 청주시 흥덕구 가경동","9**","12m미만","52.41","월세","202503","12","500","75","1994","풍년로194번길","202503~202603","신규","-","","","단독다가구"
"3538","충청북도 청주시 흥덕구 운천동","6**","12m미만","60.00","전세","202503","12","7,000","0","2014","흥덕로151번길","202504~202703","신규","-","","","단독다가구"
"3539","충청북도 청주시 흥덕구 복대동","1***","8m미만","45.00","전세","202503","12","3,000","0","1991","복대로158번길","202504~202704","갱신","-","3,000","0","단독다가구"
"3540","충청북도 청주시 흥덕구 복대동","1**","8m미만","36.00","월세","202503","12","200","33","2013","신율로179번길","202503~202603","신규","-","","","단독다가구"
"3541","충청북도 청주시 흥덕구 비하동","6**","8m미만","75.12","월세","202503","12","1,000","75","1990","청향로29번길","202503~202703","신규","-","","","단독다가구"
"3542","충청북도 청주시 흥덕구 오송읍 만수리","7**","12m미만","108.66","전세","202503","12","11,000","0","2013","만수길","202504~202703","신규","-","","","단독다가구"
"3543","충청북도 청주시 흥덕구 봉명동","7**","8m미만","25.00","월세","202503","12","200","31","2002","1순환로549번길","202503~202603","신규","-","","","단독다가구"
"3544","충청북도 청주시 흥덕구 봉명동","6**","8m미만","28.00","전세","202503","12","4,500","0","2018","직지대로653번길","-","-","-","","","단독다가구"
"3545","충청북도 청주시 흥덕구 봉명동","7**","8m미만","25.00","월세","202503","12","200","34","2002","1순환로549번길","202503~202603","신규","-","","","단독다가구"
"3546","충청북도 청주시 흥덕구 봉명동","9**","12m미만","60.00","전세","202503","12","11,500","0","","봉명로205번길","202504~202704","신규","-","","","단독다가구"
"3547","충청북도 청주시 흥덕구 봉명동","7**","8m미만","42.90","월세","202503","12","300","40","2004","1순환로549번길","202503~202603","신규","-","","","단독다가구"
"3548","충청북도 청주시 흥덕구 신봉동","3**","8m미만","65.78","전세","202503","12","9,000","0","2015","1순환로549번길","202504~202704","신규","-","","","단독다가구"
"3549","충청북도 청주시 흥덕구 봉명동","2***","12m미만","33.00","월세","202503","12","500","53","2020","덕암로6번길","202503~202603","신규","-","","","단독다가구"
"3550","충청북도 청주시 흥덕구 오송읍 봉산리","8**","12m미만","32.64","월세","202503","12","500","55","2021","봉산3길","202503~202603","신규","-","","","단독다가구"
"3551","충청북도 청주시 흥덕구 복대동","2***","12m미만","30.00","월세","202503","11","100","28","2000","진재로28번길","202503~202603","신규","-","","","단독다가구"
"3552","충청북도 청주시 흥덕구 문암동","2**","12m미만","24.00","월세","202503","11","6,000","40","2023","송화로183번길","-","-","-","","","단독다가구"
"3553","충청북도 청주시 흥덕구 가경동","8**","8m미만","77.00","전세","202503","11","4,000","0","1994","가경로189번길","202503~202703","갱신","-","4,000","0","단독다가구"
"3554","충청북도 청주시 흥덕구 복대동","1***","25m미만","45.00","월세","202503","11","1,000","70","2016","풍산로","202503~202603","신규","-","","","단독다가구"
"3555","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","23.50","월세","202503","11","300","47","2020","오송생명8로","202503~202601","신규","-","","","단독다가구"
"3556","충청북도 청주시 흥덕구 봉명동","7**","12m미만","20.00","월세","202503","11","200","30","2017","천석로77번길","202503~202603","신규","-","","","단독다가구"
"3557","충청북도 청주시 흥덕구 봉명동","2**","25m미만","46.00","전세","202503","11","9,000","0","2013","봉명로","-","-","-","","","단독다가구"
"3558","충청북도 청주시 흥덕구 오송읍 만수리","8**","12m미만","42.99","월세","202503","11","300","48","2014","만수1길","202503~202603","신규","-","","","단독다가구"
"3559","충청북도 청주시 흥덕구 비하동","1**","25m미만","25.00","월세","202503","11","200","38","2004","비하로45번길","202503~202603","신규","-","","","단독다가구"
"3560","충청북도 청주시 흥덕구 봉명동","8**","8m미만","50.18","전세","202503","10","6,500","0","2017","봉명로177번길","202503~202703","신규","-","","","단독다가구"
"3561","충청북도 청주시 흥덕구 복대동","2***","12m미만","120.31","월세","202503","10","1,000","90","2002","진재로27번길","202504~202704","신규","-","","","단독다가구"
"3562","충청북도 청주시 흥덕구 봉명동","8**","8m미만","21.52","전세","202503","10","6,000","0","2023","봉명로177번길","202503~202703","신규","-","","","단독다가구"
"3563","충청북도 청주시 흥덕구 봉명동","7**","8m미만","25.00","월세","202503","10","300","34","2002","1순환로549번길","202503~202603","신규","-","","","단독다가구"
"3564","충청북도 청주시 흥덕구 봉명동","2***","12m미만","30.00","월세","202503","10","200","35","","덕암로47번길","202503~202603","신규","-","","","단독다가구"
"3565","충청북도 청주시 흥덕구 복대동","3*","12m미만","28.44","월세","202503","10","500","65","2019","복대로200번길","202503~202603","신규","-","","","단독다가구"
"3566","충청북도 청주시 흥덕구 송절동","7**","12m미만","35.79","월세","202503","10","500","65","2020","송화로166번길","202504~202704","신규","-","","","단독다가구"
"3567","충청북도 청주시 흥덕구 봉명동","5**","12m미만","45.00","월세","202503","10","500","57","2016","직지대로667번길","202503~202603","신규","-","","","단독다가구"
"3568","충청북도 청주시 흥덕구 강서동","4*","12m미만","33.00","전세","202503","10","6,000","0","2012","가로수로1144번길","-","-","-","","","단독다가구"
"3569","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","22.00","월세","202503","10","300","47","2021","봉산1길","-","-","-","","","단독다가구"
"3570","충청북도 청주시 흥덕구 오송읍 봉산리","9**","12m미만","18.18","월세","202503","10","300","50","","봉산3길","202503~202603","신규","-","","","단독다가구"
"3571","충청북도 청주시 흥덕구 가경동","2***","12m미만","60.39","전세","202503","10","7,500","0","2014","서현중로28번길","202505~202705","신규","-","","","단독다가구"
"3572","충청북도 청주시 흥덕구 가경동","1***","8m미만","40.00","전세","202503","10","5,000","0","1993","가경로173번길","202503~202703","신규","-","","","단독다가구"
"3573","충청북도 청주시 흥덕구 가경동","2***","8m미만","28.55","전세","202503","10","2,500","0","2010","서현중로24번길","202503~202703","신규","-","","","단독다가구"
"3574","충청북도 청주시 흥덕구 가경동","1***","12m미만","40.00","월세","202503","10","500","45","1994","풍년로172번길","202503~202609","신규","-","","","단독다가구"
"3575","충청북도 청주시 흥덕구 비하동","1**","12m미만","22.00","월세","202503","10","500","51","2024","비하로45번길","202503~202603","신규","-","","","단독다가구"
"3576","충청북도 청주시 흥덕구 봉명동","2**","12m미만","94.05","월세","202503","10","1,000","70","1981","봉명로113번길","202504~202604","신규","-","","","단독다가구"
"3577","충청북도 청주시 흥덕구 봉명동","8**","8m미만","98.10","월세","202503","10","1,000","70","1990","봉명로219번길","202503~202603","신규","-","","","단독다가구"
"3578","충청북도 청주시 흥덕구 봉명동","2**","8m미만","39.00","월세","202503","10","300","40","2009","1순환로622번길","202503~202603","신규","-","","","단독다가구"
"3579","충청북도 청주시 흥덕구 송절동","7**","12m미만","26.40","월세","202503","10","300","50","","송화로166번길","202503~202512","신규","-","","","단독다가구"
"3580","충청북도 청주시 흥덕구 복대동","8**","8m미만","20.00","월세","202503","10","50","32","2014","사직대로62번길","202503~202603","신규","-","","","단독다가구"
"3581","충청북도 청주시 흥덕구 복대동","3***","12m미만","18.00","월세","202503","10","300","45","2011","죽천로131번길","202503~202603","신규","-","","","단독다가구"
"3582","충청북도 청주시 흥덕구 복대동","2***","25m미만","42.00","월세","202503","10","500","80","2002","짐대로","202506~202603","신규","-","","","단독다가구"
"3583","충청북도 청주시 흥덕구 오송읍 봉산리","9**","12m미만","50.00","월세","202503","10","500","60","2020","봉산3길","202503~202603","신규","-","","","단독다가구"
"3584","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","33.00","월세","202503","10","3,000","60","2025","봉산2길","202503~202603","신규","-","","","단독다가구"
"3585","충청북도 청주시 흥덕구 가경동","1***","12m미만","24.00","월세","202503","10","500","55","2015","서현중로27번길","-","-","-","","","단독다가구"
"3586","충청북도 청주시 흥덕구 운천동","1***","12m미만","40.00","월세","202503","10","500","25","1994","흥덕로180번길","202503~202703","신규","-","","","단독다가구"
"3587","충청북도 청주시 흥덕구 오송읍 봉산리","8**","25m미만","30.14","월세","202503","09","500","58","2023","오송생명13로","202503~202603","신규","-","","","단독다가구"
"3588","충청북도 청주시 흥덕구 봉명동","9**","8m미만","23.00","월세","202503","09","1,000","61","2024","1순환로585번길","-","-","-","","","단독다가구"
"3589","충청북도 청주시 흥덕구 가경동","1***","12m미만","109.05","월세","202503","09","1,400","100","2011","서현중로27번길","202503~202703","신규","-","","","단독다가구"
