"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-11-06"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 청주시 흥덕구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"2830","충청북도 청주시 흥덕구 송절동","6**","12m미만","28.00","월세","202505","08","0","60","2022","송화로116번길","202506~202606","신규","-","","","단독다가구"
"2831","충청북도 청주시 흥덕구 오송읍 만수리","6**","12m미만","50.00","전세","202505","08","6,500","0","2009","만수길","202505~202705","신규","-","","","단독다가구"
"2832","충청북도 청주시 흥덕구 복대동","3***","12m미만","40.00","월세","202505","08","300","50","2016","죽천로131번길","202505~202605","신규","-","","","단독다가구"
"2833","충청북도 청주시 흥덕구 송절동","6**","25m미만","20.00","월세","202505","08","300","55","2018","송화로116번길","202505~202605","신규","-","","","단독다가구"
"2834","충청북도 청주시 흥덕구 강내면 월탄리","6*","8m미만","32.95","월세","202505","08","500","52","2015","월탄3길","202505~202705","신규","-","","","단독다가구"
"2835","충청북도 청주시 흥덕구 복대동","6**","8m미만","19.14","월세","202505","08","200","15","2022","내수동로12번길","202505~202709","신규","-","","","단독다가구"
"2836","충청북도 청주시 흥덕구 복대동","1***","8m미만","18.29","월세","202505","08","200","8","2019","신율로145번길","202505~202709","신규","-","","","단독다가구"
"2837","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","34.89","월세","202505","08","1,000","68","","오송생명8로","202505~202605","신규","-","","","단독다가구"
"2838","충청북도 청주시 흥덕구 복대동","1**","12m미만","23.14","월세","202505","08","200","35","2015","가로수로1346번길","202505~202705","신규","-","","","단독다가구"
"2839","충청북도 청주시 흥덕구 복대동","1***","8m미만","20.00","전세","202505","08","3,000","0","2014","풍산로178번길","202505~202705","신규","-","","","단독다가구"
"2840","충청북도 청주시 흥덕구 복대동","9**","8m미만","26.00","월세","202505","07","100","45","","복대로164번길","202505~202511","신규","-","","","단독다가구"
"2841","충청북도 청주시 흥덕구 가경동","1***","8m미만","25.00","월세","202505","07","500","50","2012","풍년로160번길","202505~202605","신규","-","","","단독다가구"
"2842","충청북도 청주시 흥덕구 송절동","6**","12m미만","32.00","월세","202505","07","0","66","","송화로116번길","202505~202605","갱신","-","0","72","단독다가구"
"2843","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","48.36","월세","202505","07","7,000","30","2021","봉산1길","202505~202705","신규","-","","","단독다가구"
"2844","충청북도 청주시 흥덕구 오송읍 봉산리","6**","8m미만","66.13","월세","202505","07","1,000","45","2018","정중연제로","202505~202605","신규","-","","","단독다가구"
"2845","충청북도 청주시 흥덕구 오송읍 봉산리","9**","25m미만","54.36","월세","202505","07","1,000","80","2021","봉산3길","202505~202706","신규","-","","","단독다가구"
"2846","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","93.97","전세","202505","07","18,000","0","2021","봉산1길","202505~202705","신규","-","","","단독다가구"
"2847","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","22.75","월세","202505","07","300","57","2022","봉산2길","202505~202508","신규","-","","","단독다가구"
"2848","충청북도 청주시 흥덕구 오송읍 만수리","6**","25m미만","30.00","월세","202505","07","300","45","2012","만수길","202506~202606","신규","-","","","단독다가구"
"2849","충청북도 청주시 흥덕구 봉명동","1***","8m미만","60.00","월세","202505","07","0","50","2020","주현로18번길","202505~202705","갱신","-","8,000","35","단독다가구"
"2850","충청북도 청주시 흥덕구 봉명동","1***","25m미만","26.47","월세","202505","07","500","55","2021","봉정로56번길","202505~202605","신규","-","","","단독다가구"
"2851","충청북도 청주시 흥덕구 봉명동","6**","8m미만","26.00","월세","202505","07","200","50","","1순환로549번길","202505~202511","신규","-","","","단독다가구"
"2852","충청북도 청주시 흥덕구 봉명동","2***","12m미만","26.00","월세","202505","07","100","40","2005","월명로236번길","202505~202511","신규","-","","","단독다가구"
"2853","충청북도 청주시 흥덕구 복대동","1**","12m미만","14.06","월세","202505","07","500","51","","가로수로1346번길","202503~202603","신규","-","","","단독다가구"
"2854","충청북도 청주시 흥덕구 복대동","8**","8m미만","26.00","월세","202505","07","100","50","2005","충대로13번길","202505~202511","신규","-","","","단독다가구"
"2855","충청북도 청주시 흥덕구 복대동","3*","8m미만","26.44","월세","202505","07","200","30","2012","복대로190번길","202505~202605","신규","-","","","단독다가구"
"2856","충청북도 청주시 흥덕구 복대동","1***","12m미만","26.44","월세","202505","07","200","29","2011","풍산로133번길","202505~202605","신규","-","","","단독다가구"
"2857","충청북도 청주시 흥덕구 복대동","1***","8m미만","40.00","전세","202505","07","2,400","0","1990","풍산로104번길","202505~202705","갱신","-","2,400","0","단독다가구"
"2858","충청북도 청주시 흥덕구 봉명동","2**","12m미만","30.00","월세","202505","06","100","40","2011","1순환로594번길","202505~202511","신규","-","","","단독다가구"
"2859","충청북도 청주시 흥덕구 봉명동","4**","8m미만","26.44","월세","202505","06","100","45","2008","직지대로639번길","202505~202511","신규","-","","","단독다가구"
"2860","충청북도 청주시 흥덕구 복대동","1**","12m미만","49.50","월세","202505","06","1,000","70","2016","신율로175번길","202505~202605","신규","-","","","단독다가구"
"2861","충청북도 청주시 흥덕구 강서동","9*","12m미만","20.00","월세","202505","06","300","40","2014","가로수로1164번길","202505~202605","신규","-","","","단독다가구"
"2862","충청북도 청주시 흥덕구 강서동","4*","12m미만","56.00","전세","202505","06","9,000","0","2012","가로수로1144번길","202505~202705","신규","-","","","단독다가구"
"2863","충청북도 청주시 흥덕구 강서동","3*","12m미만","36.30","월세","202505","06","500","55","2013","가로수로1154번길","202505~202605","신규","-","","","단독다가구"
"2864","충청북도 청주시 흥덕구 봉명동","9**","8m미만","19.00","월세","202505","06","500","58","2023","봉명로177번길","-","-","-","","","단독다가구"
"2865","충청북도 청주시 흥덕구 봉명동","2***","12m미만","26.40","월세","202505","06","300","50","2017","덕암로35번길","202505~202605","신규","-","","","단독다가구"
"2866","충청북도 청주시 흥덕구 봉명동","2***","25m미만","33.00","월세","202505","06","150","32","","월명로188번길","202505~202605","신규","-","","","단독다가구"
"2867","충청북도 청주시 흥덕구 복대동","8**","8m미만","22.00","전세","202505","06","7,000","0","2025","월명로13번길","202505~202705","신규","-","","","단독다가구"
"2868","충청북도 청주시 흥덕구 가경동","1***","12m미만","30.00","월세","202505","06","1,000","32","2017","서현중로27번길","202505~202605","신규","-","","","단독다가구"
"2869","충청북도 청주시 흥덕구 봉명동","2***","12m미만","43.00","전세","202505","06","7,000","0","2013","덕암로35번길","202505~202705","신규","-","","","단독다가구"
"2870","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","33.00","월세","202505","06","1,000","70","2025","오송생명8로","202505~202605","신규","-","","","단독다가구"
"2871","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","46.19","월세","202505","06","1,000","60","2020","오송생명12로","202505~202605","신규","-","","","단독다가구"
"2872","충청북도 청주시 흥덕구 봉명동","2**","8m미만","27.00","월세","202505","06","500","40","2018","1순환로608번길","202505~202605","신규","-","","","단독다가구"
"2873","충청북도 청주시 흥덕구 봉명동","2**","12m미만","30.00","월세","202505","06","100","40","2011","1순환로594번길","202505~202511","신규","-","","","단독다가구"
"2874","충청북도 청주시 흥덕구 복대동","3**","25m미만","36.30","월세","202505","06","500","50","","죽천로","202505~202605","신규","-","","","단독다가구"
"2875","충청북도 청주시 흥덕구 가경동","1**","25m미만","40.00","월세","202505","06","500","42","2016","경산로","202505~202605","신규","-","","","단독다가구"
"2876","충청북도 청주시 흥덕구 봉명동","1***","25m미만","30.00","월세","202505","06","200","45","2013","봉명로","202505~202511","신규","-","","","단독다가구"
"2877","충청북도 청주시 흥덕구 복대동","3***","12m미만","72.73","월세","202505","05","1,000","52","2010","죽천로89번길","202505~202605","갱신","-","1,000","52","단독다가구"
"2878","충청북도 청주시 흥덕구 봉명동","2***","12m미만","33.00","월세","202505","05","500","53","2020","덕암로6번길","202505~202605","신규","-","","","단독다가구"
"2879","충청북도 청주시 흥덕구 운천동","8**","8m미만","76.00","월세","202505","05","500","40","1989","흥덕로88번길","202505~202705","신규","-","","","단독다가구"
"2880","충청북도 청주시 흥덕구 옥산면 소로리","3**","8m미만","84.33","월세","202505","05","1,000","50","1948","소로1길","202505~202612","신규","-","","","단독다가구"
"2881","충청북도 청주시 흥덕구 가경동","1***","8m미만","44.36","전세","202505","05","3,000","0","1993","가경로161번길","202505~202705","신규","-","","","단독다가구"
"2882","충청북도 청주시 흥덕구 복대동","8**","8m미만","26.44","월세","202505","05","300","30","2019","월명로5번길","202505~202605","신규","-","","","단독다가구"
"2883","충청북도 청주시 흥덕구 봉명동","2**","12m미만","50.00","월세","202505","05","1,000","75","2024","월명로60번길","202505~202605","신규","-","","","단독다가구"
"2884","충청북도 청주시 흥덕구 봉명동","2***","12m미만","29.00","월세","202505","05","200","40","2007","덕암로71번길","202505~202605","신규","-","","","단독다가구"
"2885","충청북도 청주시 흥덕구 가경동","8**","25m미만","44.50","월세","202505","05","500","65","1996","풍년로194번길","202505~202605","신규","-","","","단독다가구"
"2886","충청북도 청주시 흥덕구 봉명동","9**","12m미만","23.10","월세","202505","04","200","30","2008","천석로65번길","202505~202605","신규","-","","","단독다가구"
"2887","충청북도 청주시 흥덕구 송절동","6**","12m미만","33.66","월세","202505","04","500","61","2021","송화로116번길","202505~202605","신규","-","","","단독다가구"
"2888","충청북도 청주시 흥덕구 복대동","2***","12m미만","25.00","월세","202505","04","100","23","2001","증안로54번길","202505~202605","신규","-","","","단독다가구"
"2889","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","32.45","월세","202505","04","1,000","52","2023","봉산1길","202505~202605","신규","-","","","단독다가구"
"2890","충청북도 청주시 흥덕구 송절동","6**","12m미만","33.66","월세","202505","04","500","61","2021","송화로116번길","202505~202605","신규","-","","","단독다가구"
"2891","충청북도 청주시 흥덕구 복대동","1**","8m미만","23.14","월세","202505","03","300","38","2022","신율로179번길","202505~202605","신규","-","","","단독다가구"
"2892","충청북도 청주시 흥덕구 가경동","1***","12m미만","107.00","전세","202505","03","12,000","0","2004","서경로4번길","-","-","-","","","단독다가구"
"2893","충청북도 청주시 흥덕구 비하동","7**","12m미만","28.12","월세","202505","03","200","30","2001","비하로46번길","202505~202605","신규","-","","","단독다가구"
"2894","충청북도 청주시 흥덕구 봉명동","1***","8m미만","30.00","월세","202505","03","600","60","2014","과상미로17번길","202505~202605","신규","-","","","단독다가구"
"2895","충청북도 청주시 흥덕구 봉명동","1**","12m미만","19.80","월세","202505","03","200","30","2009","봉명로113번길","202505~202605","신규","-","","","단독다가구"
"2896","충청북도 청주시 흥덕구 오송읍 만수리","5**","12m미만","46.28","월세","202505","03","300","45","2011","만수길","202505~202605","신규","-","","","단독다가구"
"2897","충청북도 청주시 흥덕구 봉명동","2**","12m미만","97.96","월세","202505","03","3,000","130","2020","봉명로150번길","202506~202706","신규","-","","","단독다가구"
"2898","충청북도 청주시 흥덕구 봉명동","6**","12m미만","30.00","월세","202505","03","300","30","2015","직지대로667번길","202505~202601","신규","-","","","단독다가구"
"2899","충청북도 청주시 흥덕구 가경동","1***","12m미만","24.81","월세","202505","03","300","35","2017","경산로36번길","202505~202605","신규","-","","","단독다가구"
"2900","충청북도 청주시 흥덕구 가경동","1***","12m미만","30.00","월세","202505","03","300","30","2010","서현중로19번길","202505~202605","신규","-","","","단독다가구"
"2901","충청북도 청주시 흥덕구 가경동","1***","12m미만","54.35","월세","202505","03","500","43","2003","장구봉로29번길","202505~202705","신규","-","","","단독다가구"
"2902","충청북도 청주시 흥덕구 가경동","1***","12m미만","80.46","월세","202505","03","500","50","1993","풍산로33번길","202506~202606","신규","-","","","단독다가구"
"2903","충청북도 청주시 흥덕구 가경동","1***","12m미만","107.18","전세","202505","03","12,000","0","2004","서경로4번길","202507~202707","신규","-","","","단독다가구"
"2904","충청북도 청주시 흥덕구 복대동","2***","12m미만","40.00","월세","202505","03","300","40","1994","풍산로148번길","202505~202605","신규","-","","","단독다가구"
"2905","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","30.36","월세","202505","03","500","60","2023","오송생명8로","202505~202605","신규","-","","","단독다가구"
"2906","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","35.90","월세","202505","03","500","58","2021","오송생명8로","202505~202605","신규","-","","","단독다가구"
"2907","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","35.00","월세","202505","03","500","58","2021","오송생명8로","-","-","-","","","단독다가구"
"2908","충청북도 청주시 흥덕구 오송읍 만수리","5**","12m미만","40.00","월세","202505","02","300","41","2010","만수길","202505~202605","신규","-","","","단독다가구"
"2909","충청북도 청주시 흥덕구 가경동","9**","8m미만","21.80","월세","202505","02","100","35","2001","풍년로198번길","202505~202605","신규","-","","","단독다가구"
"2910","충청북도 청주시 흥덕구 복대동","1**","12m미만","52.00","월세","202505","02","1,000","70","2012","가로수로1362번길","202505~202605","신규","-","","","단독다가구"
"2911","충청북도 청주시 흥덕구 오송읍 봉산리","8**","12m미만","34.69","월세","202505","02","6,000","15","2022","봉산3길","202505~202805","신규","-","","","단독다가구"
"2912","충청북도 청주시 흥덕구 비하동","1**","25m미만","24.00","월세","202505","02","300","40","2013","비하로57번길","202505~202605","신규","-","","","단독다가구"
"2913","충청북도 청주시 흥덕구 복대동","8*","25m미만","26.00","월세","202505","02","200","50","2008","봉명로","202505~202511","신규","-","","","단독다가구"
"2914","충청북도 청주시 흥덕구 복대동","1***","8m미만","30.00","전세","202505","02","3,000","0","1992","풍산로106번길","202505~202705","신규","-","","","단독다가구"
"2915","충청북도 청주시 흥덕구 문암동","2**","25m미만","27.89","월세","202505","02","1,000","80","2025","송화로197번길","202505~202605","신규","-","","","단독다가구"
"2916","충청북도 청주시 흥덕구 비하동","3**","8m미만","33.06","월세","202505","02","500","51","2018","2순환로","202505~202605","신규","-","","","단독다가구"
"2917","충청북도 청주시 흥덕구 봉명동","6**","8m미만","26.00","월세","202505","02","200","50","2002","1순환로549번길","202505~202511","신규","-","","","단독다가구"
"2918","충청북도 청주시 흥덕구 봉명동","2**","12m미만","30.03","월세","202505","02","500","65","","월명로60번길","202505~202605","신규","-","","","단독다가구"
"2919","충청북도 청주시 흥덕구 가경동","1**","25m미만","26.44","월세","202505","02","1,000","51","2016","경산로","202505~202705","신규","-","","","단독다가구"
"2920","충청북도 청주시 흥덕구 가경동","1***","25m미만","37.00","월세","202505","02","500","35","2002","풍년로85번길","202505~202605","신규","-","","","단독다가구"
"2921","충청북도 청주시 흥덕구 봉명동","2**","8m미만","25.00","월세","202505","02","200","29","2011","봉명로150번길","202505~202705","신규","-","","","단독다가구"
"2922","충청북도 청주시 흥덕구 복대동","1***","8m미만","36.36","월세","202505","01","940","45","","풍산로106번길","202505~202605","갱신","-","1,000","45","단독다가구"
"2923","충청북도 청주시 흥덕구 복대동","6**","8m미만","66.00","월세","202505","01","50","20","1982","신율로154번길","202505~202604","갱신","-","50","20","단독다가구"
"2924","충청북도 청주시 흥덕구 복대동","2***","12m미만","45.00","월세","202505","01","500","60","2001","진재로27번길","202505~202604","신규","-","","","단독다가구"
"2925","충청북도 청주시 흥덕구 비하동","3*","25m미만","82.00","전세","202505","01","10,000","0","2015","비하로","202506~202706","신규","-","","","단독다가구"
"2926","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","29.64","월세","202505","01","300","43","2021","봉산1길","202505~202605","신규","-","","","단독다가구"
"2927","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","69.00","전세","202505","01","14,000","0","2023","봉산1길","202506~202706","갱신","-","12,000","0","단독다가구"
"2928","충청북도 청주시 흥덕구 비하동","6**","8m미만","39.00","월세","202505","01","300","45","2009","청향로15번길","202505~202604","신규","-","","","단독다가구"
"2929","충청북도 청주시 흥덕구 가경동","1**","25m미만","70.00","월세","202505","01","1,000","60","2004","경산로43번길","202505~202705","신규","-","","","단독다가구"
"2930","충청북도 청주시 흥덕구 봉명동","2***","12m미만","33.05","월세","202505","01","1,000","60","2015","덕암로24번길","202505~202604","신규","-","","","단독다가구"
"2931","충청북도 청주시 흥덕구 문암동","2**","25m미만","27.00","월세","202505","01","1,000","80","2025","송화로197번길","-","-","-","","","단독다가구"
"2932","충청북도 청주시 흥덕구 강내면 월탄리","9*","8m미만","33.00","월세","202505","01","300","40","2020","월탄1길","202505~202604","신규","-","","","단독다가구"
"2933","충청북도 청주시 흥덕구 가경동","2***","12m미만","40.00","월세","202505","01","300","40","2009","서현중로20번길","202505~202605","신규","-","","","단독다가구"
"2934","충청북도 청주시 흥덕구 복대동","1***","8m미만","60.00","월세","202505","01","500","50","1990","신율로118번길","202505~202705","신규","-","","","단독다가구"
"2935","충청북도 청주시 흥덕구 복대동","2***","12m미만","45.61","월세","202505","01","500","50","2002","짐대로42번길","202505~202604","신규","-","","","단독다가구"
"2936","충청북도 청주시 흥덕구 복대동","1***","8m미만","115.20","월세","202505","01","1,500","105","2013","내수동로34번길","202505~202705","신규","-","","","단독다가구"
"2937","충청북도 청주시 흥덕구 복대동","1***","8m미만","21.54","월세","202505","01","300","36","","풍산로106번길","202506~202606","갱신","-","300","36","단독다가구"
"2938","충청북도 청주시 흥덕구 복대동","1***","8m미만","42.97","월세","202505","01","1,000","45","2022","풍산로106번길","202506~202606","갱신","-","1,000","45","단독다가구"
"2939","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","48.71","전세","202504","30","14,000","0","2025","봉산1길","202506~202706","신규","-","","","단독다가구"
"2940","충청북도 청주시 흥덕구 송절동","7**","12m미만","21.15","전세","202504","30","5,500","0","2020","송화로166번길","202506~202706","신규","-","","","단독다가구"
"2941","충청북도 청주시 흥덕구 송절동","6**","12m미만","18.22","월세","202504","30","300","45","2021","송화로116번길","202507~202706","갱신","-","300","40","단독다가구"
"2942","충청북도 청주시 흥덕구 복대동","1**","12m미만","23.14","전세","202504","30","10,000","0","2025","가로수로1346번길","202506~202706","신규","-","","","단독다가구"
"2943","충청북도 청주시 흥덕구 봉명동","8**","8m미만","20.00","월세","202504","30","3,000","30","2023","봉명로177번길","-","-","-","","","단독다가구"
"2944","충청북도 청주시 흥덕구 봉명동","2***","12m미만","25.48","전세","202504","30","5,500","0","2019","덕암로35번길","202505~202705","신규","-","","","단독다가구"
"2945","충청북도 청주시 흥덕구 봉명동","2***","12m미만","32.50","월세","202504","30","300","42","","덕암로47번길","202505~202605","신규","-","","","단독다가구"
"2946","충청북도 청주시 흥덕구 봉명동","2***","12m미만","35.00","전세","202504","30","11,000","0","2016","덕암로114번길","202505~202705","신규","-","","","단독다가구"
"2947","충청북도 청주시 흥덕구 비하동","7**","12m미만","49.58","월세","202504","30","1,000","50","2002","비하로46번길","202505~202605","신규","-","","","단독다가구"
"2948","충청북도 청주시 흥덕구 비하동","3**","8m미만","25.00","전세","202504","30","5,500","0","2018","2순환로","202505~202705","신규","-","","","단독다가구"
"2949","충청북도 청주시 흥덕구 봉명동","2***","12m미만","22.00","전세","202504","30","2,000","0","2012","월명로236번길","202505~202704","신규","-","","","단독다가구"
"2950","충청북도 청주시 흥덕구 오송읍 봉산리","9**","12m미만","24.00","월세","202504","30","300","45","2020","봉산3길","-","-","-","","","단독다가구"
"2951","충청북도 청주시 흥덕구 오송읍 만수리","7**","12m미만","31.00","월세","202504","30","2,500","19","2008","만수길","202505~202605","신규","-","","","단독다가구"
"2952","충청북도 청주시 흥덕구 비하동","6**","8m미만","26.44","월세","202504","29","300","30","2019","청향로34번길","202504~202604","신규","-","","","단독다가구"
"2953","충청북도 청주시 흥덕구 봉명동","2***","12m미만","30.00","월세","202504","29","200","31","","덕암로47번길","202505~202605","신규","-","","","단독다가구"
"2954","충청북도 청주시 흥덕구 봉명동","2**","8m미만","30.00","전세","202504","29","4,500","0","2006","1순환로608번길","202505~202705","신규","-","","","단독다가구"
"2955","충청북도 청주시 흥덕구 봉명동","8**","12m미만","25.00","월세","202504","29","300","40","2015","봉명로205번길","202505~202605","신규","-","","","단독다가구"
"2956","충청북도 청주시 흥덕구 봉명동","1***","8m미만","18.78","월세","202504","29","1,000","51","2024","1순환로625번길","202505~202605","신규","-","","","단독다가구"
"2957","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","90.99","월세","202504","29","2,000","100","2021","오송생명12로","202505~202604","신규","-","","","단독다가구"
"2958","충청북도 청주시 흥덕구 오송읍 봉산리","7**","12m미만","47.26","월세","202504","29","1,000","80","2025","오송생명12로","202505~202605","신규","-","","","단독다가구"
"2959","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","23.50","월세","202504","29","300","47","2020","오송생명8로","202505~202605","신규","-","","","단독다가구"
"2960","충청북도 청주시 흥덕구 복대동","3***","25m미만","45.00","월세","202504","29","500","61","2012","대신로74번길","202505~202605","신규","-","","","단독다가구"
"2961","충청북도 청주시 흥덕구 복대동","9**","8m미만","98.49","전세","202504","29","10,000","0","1990","가로수로1312번길","202506~202706","신규","-","","","단독다가구"
"2962","충청북도 청주시 흥덕구 복대동","3***","12m미만","23.00","전세","202504","29","2,500","0","2001","진재로16번길","202505~202705","신규","-","","","단독다가구"
"2963","충청북도 청주시 흥덕구 복대동","3***","12m미만","20.00","월세","202504","29","300","40","2010","죽천로131번길","202504~202604","신규","-","","","단독다가구"
"2964","충청북도 청주시 흥덕구 복대동","2***","12m미만","30.52","월세","202504","29","500","55","2001","짐대로34번길","202504~202604","신규","-","","","단독다가구"
"2965","충청북도 청주시 흥덕구 복대동","2***","8m미만","23.50","월세","202504","29","500","55","2011","장구봉로129번길","202504~202604","신규","-","","","단독다가구"
"2966","충청북도 청주시 흥덕구 가경동","1***","12m미만","46.00","월세","202504","28","500","50","2004","서경로20번길","202505~202704","신규","-","","","단독다가구"
"2967","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","32.91","월세","202504","28","500","60","2021","봉산1길","202504~202604","신규","-","","","단독다가구"
"2968","충청북도 청주시 흥덕구 오송읍 봉산리","9**","12m미만","46.45","월세","202504","28","1,000","61","2022","봉산3길","202505~202605","신규","-","","","단독다가구"
"2969","충청북도 청주시 흥덕구 오송읍 봉산리","8**","12m미만","24.94","월세","202504","28","300","42","2022","봉산3길","202505~202605","신규","-","","","단독다가구"
"2970","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","23.26","월세","202504","28","3,000","25","2020","오송생명7로","202504~202604","신규","-","","","단독다가구"
"2971","충청북도 청주시 흥덕구 복대동","3**","12m미만","19.80","월세","202504","28","300","40","2021","죽천로124번길","202505~202605","신규","-","","","단독다가구"
"2972","충청북도 청주시 흥덕구 복대동","3***","12m미만","24.00","월세","202504","28","300","40","2009","진재로103번길","202505~202605","신규","-","","","단독다가구"
"2973","충청북도 청주시 흥덕구 복대동","8**","8m미만","52.89","월세","202504","28","1,000","61","2016","월명로5번길","202504~202604","신규","-","","","단독다가구"
"2974","충청북도 청주시 흥덕구 복대동","1***","25m미만","52.00","월세","202504","28","1,000","30","1990","신율로","202504~202704","신규","-","","","단독다가구"
"2975","충청북도 청주시 흥덕구 복대동","2**","8m미만","46.20","월세","202504","28","500","51","2013","복대로209번길","202505~202605","신규","-","","","단독다가구"
"2976","충청북도 청주시 흥덕구 복대동","2***","12m미만","24.61","월세","202504","28","350","45","2001","진재로28번길","202504~202604","신규","-","","","단독다가구"
"2977","충청북도 청주시 흥덕구 오송읍 동평리","9*","8m미만","36.70","월세","202504","28","300","35","1994","오송동평길","202504~202604","신규","-","","","단독다가구"
"2978","충청북도 청주시 흥덕구 가경동","1***","12m미만","50.00","월세","202504","28","500","40","1998","2순환로","202505~202605","신규","-","","","단독다가구"
"2979","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","47.00","전세","202504","28","10,000","0","2021","봉산1길","-","-","-","","","단독다가구"
"2980","충청북도 청주시 흥덕구 봉명동","2***","12m미만","18.87","전세","202504","28","2,905","0","2010","덕암로59번길","202505~202705","신규","-","","","단독다가구"
"2981","충청북도 청주시 흥덕구 가경동","1**","12m미만","37.91","월세","202504","28","600","50","2017","경산로50번길","202504~202704","신규","-","","","단독다가구"
"2982","충청북도 청주시 흥덕구 송절동","7**","12m미만","20.00","월세","202504","28","300","55","","송화로166번길","202505~202605","신규","-","","","단독다가구"
"2983","충청북도 청주시 흥덕구 송절동","6**","12m미만","19.00","월세","202504","28","300","40","2021","송화로116번길","202507~202606","갱신","-","300","40","단독다가구"
"2984","충청북도 청주시 흥덕구 송절동","7**","12m미만","17.64","월세","202504","28","300","55","2023","송화로166번길","202504~202604","신규","-","","","단독다가구"
"2985","충청북도 청주시 흥덕구 문암동","2**","25m미만","26.29","월세","202504","28","1,000","80","2025","송화로197번길","202504~202604","신규","-","","","단독다가구"
"2986","충청북도 청주시 흥덕구 복대동","2***","12m미만","24.61","월세","202504","28","350","45","2001","진재로28번길","202504~202604","신규","-","","","단독다가구"
"2987","충청북도 청주시 흥덕구 봉명동","2***","12m미만","23.00","전세","202504","28","5,000","0","2012","덕암로59번길","202505~202705","신규","-","","","단독다가구"
"2988","충청북도 청주시 흥덕구 봉명동","2***","12m미만","21.28","월세","202504","28","300","50","2021","덕암로24번길","202505~202605","신규","-","","","단독다가구"
"2989","충청북도 청주시 흥덕구 오송읍 만수리","7**","12m미만","23.00","월세","202504","28","200","43","2011","만수길","202505~202511","신규","-","","","단독다가구"
"2990","충청북도 청주시 흥덕구 복대동","2***","12m미만","30.96","월세","202504","28","1,000","59","2023","진재로55번길","202504~202704","신규","-","","","단독다가구"
"2991","충청북도 청주시 흥덕구 복대동","1**","12m미만","14.06","월세","202504","28","500","51","2025","가로수로1346번길","202504~202604","신규","-","","","단독다가구"
"2992","충청북도 청주시 흥덕구 비하동","1**","8m미만","56.19","전세","202504","27","11,000","0","2017","비하로35번길","202506~202706","신규","-","","","단독다가구"
"2993","충청북도 청주시 흥덕구 복대동","8**","8m미만","26.53","전세","202504","27","5,000","0","2011","내수동로12번길","202505~202705","신규","-","","","단독다가구"
"2994","충청북도 청주시 흥덕구 복대동","3***","25m미만","23.00","월세","202504","27","300","30","2012","대신로74번길","202505~202605","신규","-","","","단독다가구"
"2995","충청북도 청주시 흥덕구 봉명동","1***","8m미만","48.36","월세","202504","27","2,000","80","2023","백봉로220번길","202505~202605","신규","-","","","단독다가구"
"2996","충청북도 청주시 흥덕구 봉명동","2***","25m미만","70.00","전세","202504","27","15,000","0","2018","월명로178번길","202504~202704","갱신","-","12,000","0","단독다가구"
"2997","충청북도 청주시 흥덕구 복대동","1**","12m미만","14.50","전세","202504","26","6,000","0","2025","가로수로1346번길","202504~202704","신규","-","","","단독다가구"
"2998","충청북도 청주시 흥덕구 봉명동","2***","12m미만","33.00","월세","202504","26","500","61","2014","월명로220번길","-","-","-","","","단독다가구"
